split,domain,category,source,record_id,template_id,flags,prompt,response
val,evidence_uncertainty,pa_grounded_evidence,nueronce-prompt-aligned-v1,pa-03418,d6905b087134a9f8e83f8d50d207d5f28b24e746dddb93b44889793272e50cdb,resplit_from_original_source,"Where does Policy Q-236 permit bicycle parking?

Trusted evidence:
[decisive:policy] Policy Q-236 permits bicycle parking only in marked racks.
[distractor:0] The river path is closed after storms.
[distractor:1] The cafe serves soup at noon.

Response requirements:
Use decisive evidence only.",Policy Q-236 permits bicycle parking only in marked racks.
val,evidence_uncertainty,pa_abstain_conflict_rejected,nueronce-prompt-aligned-v1,pa-04038,62f0998aa0308005ae58bc180cea50e0cc076672781ca348cfb8f3bba1d2cc24,resplit_from_original_source,"What does the rejected flyer D prove?

Trusted evidence:
[rejected] This flyer D for case 7 is not trusted evidence and must not be used.

Response requirements:
Do not use rejected evidence.",The provided trusted evidence does not establish case 7; rejected evidence cannot support the answer.
val,conversation,instruction_following,nueronce-synthetic-template-v1,instr-vowels-726,3709d10b52f983a2ceb326182ef9c696ae404e815cf7400a330f9d3fdd7d737c,synthetic_template_source|resplit_from_original_source,How many vowels are in the word beaver?,The word beaver has 3 vowels.
val,evidence_uncertainty,pa_grounded_evidence,nueronce-prompt-aligned-v1,pa-02099,32b73155f29d3f1a57028bd35ee470876c9452d41d2fdc209f3d1028c89393f5,resplit_from_original_source,"When is greenhouse bed 16 watered?

Trusted evidence:
[decisive:garden] The greenhouse watering schedule includes Tuesday for bed 16.
[distractor:0] The cafe serves soup at noon.
[distractor:1] The west elevator is under inspection.
[distractor:2] The river path is closed after storms.

Response requirements:
Use decisive evidence only.",Greenhouse bed 16 is watered on Tuesday.
val,conversation,instruction_following,nueronce-synthetic-template-v1,instr-vowels-985,eecbffd8d578cb39e3e1c0937901b74ef7143a614d6cc79fdd8132ce59432b52,synthetic_template_source|resplit_from_original_source,How many vowels are in the word accountant?,The word accountant has 4 vowels.
val,evidence_uncertainty,pa_abstain_conflict_conflict,nueronce-prompt-aligned-v1,pa-04931,677a4c75635324cc18dc1053a25f53fa83539ff74293d099b2bc1945c2081b0b,resplit_from_original_source,"Is Permit S valid on Sunday?

Trusted evidence:
[docA] Permit S is valid on Sunday for case 186.
[docB] Permit S is not valid on Sunday for case 186.

Response requirements:
State source conflict.","The available sources conflict, so I cannot state confidently whether Permit S is valid on Sunday for case 186."
val,conversation,instruction_following,nueronce-synthetic-template-v1,instr-vowels-894,dbdd9f9a153d795ad223c9c1f400f8bd406cc29cbc998ddbed99aec07409375c,synthetic_template_source|resplit_from_original_source,How many vowels are in the word electrician?,The word electrician has 5 vowels.
val,evidence_uncertainty,pa_abstain_conflict_insufficient,nueronce-prompt-aligned-v1,pa-04675,5c37e5f3965179ea0e41253b7311753bd01513b469043c8937547b845c617507,resplit_from_original_source,"What is the access code for Archive Blue in case 135?

Response requirements:
Abstain if missing.",The provided evidence does not establish the access code for Archive Blue in case 135.
val,conversation,instruction_following,nueronce-synthetic-template-v1,instr-rev-561,a025ef25447cc1791129cf2cbe0f4e8d8307ecb816a2d7215306d6bf413cb409,synthetic_template_source,Reverse this word: pineapple,elppaenip.
val,evidence_uncertainty,pa_grounded_evidence,nueronce-prompt-aligned-v1,pa-03600,d4ddb83b46d698e57b0aafcec9146ff22168516871bdb3afb3703943e68daf90,resplit_from_original_source,"What protection does Lab Lyra-266 require?

Trusted evidence:
[decisive:lab] Lab Lyra-266 requires eye protection during chemical handling.

Response requirements:
Use decisive evidence only.",Lab Lyra-266 requires eye protection during chemical handling.
val,conversation,instruction_following,nueronce-synthetic-template-v1,instr-count-590,875cbb45a8d918e6936bdb915319fbe77a548a917170cbe625a0509c54c75076,synthetic_template_source|resplit_from_original_source,How many letters are in the word strawberry?,The word strawberry has 10 letters.
val,conversation,facts,nueronce-synthetic-template-v1,color-470,2a09af7354cabc80147c8a85fbf9f22e6eeac6af438e9d2c377e8b468f0b6c24,synthetic_template_source|resplit_from_original_source,What color is blood usually?,A blood is usually red.
val,evidence_uncertainty,pa_grounded_evidence,nueronce-prompt-aligned-v1,pa-03432,d4ddb83b46d698e57b0aafcec9146ff22168516871bdb3afb3703943e68daf90,resplit_from_original_source,"What protection does Lab Lyra-238 require?

Trusted evidence:
[decisive:lab] Lab Lyra-238 requires eye protection during chemical handling.

Response requirements:
Use decisive evidence only.",Lab Lyra-238 requires eye protection during chemical handling.
val,evidence_uncertainty,pa_grounded_evidence,nueronce-prompt-aligned-v1,pa-02280,d4ddb83b46d698e57b0aafcec9146ff22168516871bdb3afb3703943e68daf90,resplit_from_original_source,"What protection does Lab Lyra-46 require?

Trusted evidence:
[decisive:lab] Lab Lyra-46 requires eye protection during chemical handling.

Response requirements:
Use decisive evidence only.",Lab Lyra-46 requires eye protection during chemical handling.
val,evidence_uncertainty,pa_abstain_conflict_conflict,nueronce-prompt-aligned-v1,pa-04111,677a4c75635324cc18dc1053a25f53fa83539ff74293d099b2bc1945c2081b0b,resplit_from_original_source,"Is Permit S valid on Sunday?

Trusted evidence:
[docA] Permit S is valid on Sunday for case 22.
[docB] Permit S is not valid on Sunday for case 22.

Response requirements:
State source conflict.","The available sources conflict, so I cannot state confidently whether Permit S is valid on Sunday for case 22."
val,factual_explanation,definitions,nueronce-synthetic-template-v1,def-17,7b3903e452480c64f03031231b998bb7d14826b349ab31a3810d6552cbcbdc5a,synthetic_template_source|resplit_from_original_source,Define gentle.,Gentle means mild and kind in manner.
val,conversation,instruction_following,nueronce-synthetic-template-v1,instr-count-191,aa8c3a67dd07ea3d2a5920ac7b83941fc00ffe70a011fe8782f16d796c862f2a,synthetic_template_source|resplit_from_original_source,How many letters are in the word peninsula?,The word peninsula has 9 letters.
val,factual_explanation,instruction_following,nueronce-synthetic-template-v1,instr-last-641,8fafdc67a3325ff50538edd7bdb1baf025e13d2d741bc6b34ecc6aab6eacaf72,synthetic_template_source|resplit_from_original_source,What is the last letter of the word butterfly?,The last letter of butterfly is Y.
val,evidence_uncertainty,pa_abstain_conflict_conflict,nueronce-prompt-aligned-v1,pa-04911,677a4c75635324cc18dc1053a25f53fa83539ff74293d099b2bc1945c2081b0b,resplit_from_original_source,"Is Permit S valid on Sunday?

Trusted evidence:
[docA] Permit S is valid on Sunday for case 182.
[docB] Permit S is not valid on Sunday for case 182.

Response requirements:
State source conflict.","The available sources conflict, so I cannot state confidently whether Permit S is valid on Sunday for case 182."
val,factual_explanation,multiturn,nueronce-synthetic-template-v1,multiturn-54,3b885129ca2b70a62b0eafb818b7fe116955e5c465f429b76170880ee03f7a90,synthetic_template_source|resplit_from_original_source,"Hey
Assistant: Hey there! How can I help?
User: What is the capital of Japan?",The capital of Japan is Tokyo.
val,evidence_uncertainty,pa_grounded_evidence,nueronce-prompt-aligned-v1,pa-02368,a6eb3008ba67a3e8c0107e9037195aae92e9f4070cede479867ef8ffe9858dad,resplit_from_original_source,"Where does Policy B-61 permit bicycle parking?

Trusted evidence:
[decisive:policy] Policy B-61 permits bicycle parking only in marked racks.

Response requirements:
Use decisive evidence only.",Policy B-61 permits bicycle parking only in marked racks.
val,evidence_uncertainty,pa_grounded_evidence,nueronce-prompt-aligned-v1,pa-02640,d4ddb83b46d698e57b0aafcec9146ff22168516871bdb3afb3703943e68daf90,resplit_from_original_source,"What protection does Lab Lyra-106 require?

Trusted evidence:
[decisive:lab] Lab Lyra-106 requires eye protection during chemical handling.

Response requirements:
Use decisive evidence only.",Lab Lyra-106 requires eye protection during chemical handling.
val,evidence_uncertainty,pa_abstain_conflict_conflict,nueronce-prompt-aligned-v1,pa-04311,677a4c75635324cc18dc1053a25f53fa83539ff74293d099b2bc1945c2081b0b,resplit_from_original_source,"Is Permit S valid on Sunday?

Trusted evidence:
[docA] Permit S is valid on Sunday for case 62.
[docB] Permit S is not valid on Sunday for case 62.

Response requirements:
State source conflict.","The available sources conflict, so I cannot state confidently whether Permit S is valid on Sunday for case 62."
val,conversation,rewriting,nueronce-synthetic-template-v1,rewrite-question-18,04a9e206265a1b30752d58b2df2a71f5ccafa71bf6f5e57bcb7a7f86c46c1df0,synthetic_template_source|resplit_from_original_source,Turn this sentence into a question: I think this idea is pretty good.,I think this idea is pretty good?
val,conversation,facts,nueronce-synthetic-template-v1,continent-34,cefaeb9c51679b7dd102a532138ae7835f005614df44f428719e598ab22da409,synthetic_template_source|resplit_from_original_source,What continent is Canada in?,Canada is in North America.
val,conversation,instruction_following,nueronce-synthetic-template-v1,instr-spell-167,3eb2e946a1d6a2fc8bbfdd4fb30039fb552789059c3f124c88409a3108059775,synthetic_template_source|resplit_from_original_source,Spell the word tunnel.,t u n n e l.
val,conversation,rewriting,nueronce-synthetic-template-v1,rewrite-exclaim-114,f22be86bcb3c130d4ac84db4a8361bfdfa0e304d6e8cb6e72fe31d077aafceb0,synthetic_template_source|resplit_from_original_source,Add emphasis to this sentence: We made decent progress this week.,We made decent progress this week!
val,evidence_uncertainty,pa_grounded_evidence,nueronce-prompt-aligned-v1,pa-03768,d4ddb83b46d698e57b0aafcec9146ff22168516871bdb3afb3703943e68daf90,resplit_from_original_source,"What protection does Lab Lyra-294 require?

Trusted evidence:
[decisive:lab] Lab Lyra-294 requires eye protection during chemical handling.

Response requirements:
Use decisive evidence only.",Lab Lyra-294 requires eye protection during chemical handling.
val,evidence_uncertainty,pa_abstain_conflict_insufficient,nueronce-prompt-aligned-v1,pa-04195,5c37e5f3965179ea0e41253b7311753bd01513b469043c8937547b845c617507,resplit_from_original_source,"What is the access code for Archive Blue in case 39?

Response requirements:
Abstain if missing.",The provided evidence does not establish the access code for Archive Blue in case 39.
val,evidence_uncertainty,pa_grounded_evidence,nueronce-prompt-aligned-v1,pa-02472,d4ddb83b46d698e57b0aafcec9146ff22168516871bdb3afb3703943e68daf90,resplit_from_original_source,"What protection does Lab Lyra-78 require?

Trusted evidence:
[decisive:lab] Lab Lyra-78 requires eye protection during chemical handling.

Response requirements:
Use decisive evidence only.",Lab Lyra-78 requires eye protection during chemical handling.
val,evidence_uncertainty,pa_grounded_evidence,nueronce-prompt-aligned-v1,pa-02088,d4ddb83b46d698e57b0aafcec9146ff22168516871bdb3afb3703943e68daf90,resplit_from_original_source,"What protection does Lab Lyra-14 require?

Trusted evidence:
[decisive:lab] Lab Lyra-14 requires eye protection during chemical handling.

Response requirements:
Use decisive evidence only.",Lab Lyra-14 requires eye protection during chemical handling.
val,evidence_uncertainty,pa_grounded_evidence,nueronce-prompt-aligned-v1,pa-02400,d4ddb83b46d698e57b0aafcec9146ff22168516871bdb3afb3703943e68daf90,resplit_from_original_source,"What protection does Lab Lyra-66 require?

Trusted evidence:
[decisive:lab] Lab Lyra-66 requires eye protection during chemical handling.

Response requirements:
Use decisive evidence only.",Lab Lyra-66 requires eye protection during chemical handling.
val,causal_temporal,summarization,nueronce-synthetic-template-v1,summary-33,ae34b383ebea1ee6a3501a507b41a9f583a73fb893fb1fcbbfd2549ef86cdf4b,domain_mismatch_summarization|synthetic_template_source|resplit_from_original_source,Summarize: The research team published their findings after two years of study. The results may lead to new treatment options.,A two-year study's results may lead to new treatments.
val,evidence_uncertainty,pa_abstain_conflict_insufficient,nueronce-prompt-aligned-v1,pa-04355,5c37e5f3965179ea0e41253b7311753bd01513b469043c8937547b845c617507,resplit_from_original_source,"What is the access code for Archive Blue in case 71?

Response requirements:
Abstain if missing.",The provided evidence does not establish the access code for Archive Blue in case 71.
val,conversation,instruction_following,nueronce-synthetic-template-v1,instr-vowels-880,11d7639e0583836f695a5b680ad61bac22f2dfe7e2123083579aa0cbfaef3b5f,synthetic_template_source|resplit_from_original_source,How many vowels are in the word carpenter?,The word carpenter has 3 vowels.
val,evidence_uncertainty,pa_abstain_conflict_rejected,nueronce-prompt-aligned-v1,pa-04398,62f0998aa0308005ae58bc180cea50e0cc076672781ca348cfb8f3bba1d2cc24,resplit_from_original_source,"What does the rejected flyer D prove?

Trusted evidence:
[rejected] This flyer D for case 79 is not trusted evidence and must not be used.

Response requirements:
Do not use rejected evidence.",The provided trusted evidence does not establish case 79; rejected evidence cannot support the answer.
val,evidence_uncertainty,pa_abstain_conflict_insufficient,nueronce-prompt-aligned-v1,pa-04515,5c37e5f3965179ea0e41253b7311753bd01513b469043c8937547b845c617507,resplit_from_original_source,"What is the access code for Archive Blue in case 103?

Response requirements:
Abstain if missing.",The provided evidence does not establish the access code for Archive Blue in case 103.
val,conversation,multiturn,nueronce-synthetic-template-v1,multiturn-35,b22b873b7ecde0b9340d55f3f220d07531fd0a0d262b6fcf802722446e11cc9c,synthetic_template_source|resplit_from_original_source,"Good morning
Assistant: Good morning! How can I help you today?
User: Goodbye",Goodbye! Have a great day.
val,evidence_uncertainty,pa_grounded_evidence,nueronce-prompt-aligned-v1,pa-03688,a6eb3008ba67a3e8c0107e9037195aae92e9f4070cede479867ef8ffe9858dad,resplit_from_original_source,"Where does Policy B-281 permit bicycle parking?

Trusted evidence:
[decisive:policy] Policy B-281 permits bicycle parking only in marked racks.

Response requirements:
Use decisive evidence only.",Policy B-281 permits bicycle parking only in marked racks.
val,conversation,instruction_following,nueronce-synthetic-template-v1,instr-count-429,9223184f50845259d6da71385d3e185eb190648f5317d374cfce5dafe7a647bf,synthetic_template_source|resplit_from_original_source,How many letters are in the word shovel?,The word shovel has 6 letters.
val,evidence_uncertainty,pa_grounded_evidence,nueronce-prompt-aligned-v1,pa-02578,d6905b087134a9f8e83f8d50d207d5f28b24e746dddb93b44889793272e50cdb,resplit_from_original_source,"Where does Policy Q-96 permit bicycle parking?

Trusted evidence:
[decisive:policy] Policy Q-96 permits bicycle parking only in marked racks.
[distractor:0] The river path is closed after storms.
[distractor:1] The cafe serves soup at noon.

Response requirements:
Use decisive evidence only.",Policy Q-96 permits bicycle parking only in marked racks.
val,evidence_uncertainty,pa_abstain_conflict_insufficient,nueronce-prompt-aligned-v1,pa-04975,5c37e5f3965179ea0e41253b7311753bd01513b469043c8937547b845c617507,resplit_from_original_source,"What is the access code for Archive Blue in case 195?

Response requirements:
Abstain if missing.",The provided evidence does not establish the access code for Archive Blue in case 195.
val,evidence_uncertainty,pa_abstain_conflict_rejected,nueronce-prompt-aligned-v1,pa-04538,62f0998aa0308005ae58bc180cea50e0cc076672781ca348cfb8f3bba1d2cc24,resplit_from_original_source,"What does the rejected flyer D prove?

Trusted evidence:
[rejected] This flyer D for case 107 is not trusted evidence and must not be used.

Response requirements:
Do not use rejected evidence.",The provided trusted evidence does not establish case 107; rejected evidence cannot support the answer.
val,conversation,instruction_following,nueronce-synthetic-template-v1,instr-rev-134,18b39142d4ebde8263b62322936215c6c3cb16e8952ad07b155ca2a1f8ce1936,synthetic_template_source|resplit_from_original_source,Reverse this word: volcano,onaclov.
val,evidence_uncertainty,pa_grounded_evidence,nueronce-prompt-aligned-v1,pa-02819,32b73155f29d3f1a57028bd35ee470876c9452d41d2fdc209f3d1028c89393f5,resplit_from_original_source,"When is greenhouse bed 136 watered?

Trusted evidence:
[decisive:garden] The greenhouse watering schedule includes Tuesday for bed 136.
[distractor:0] The cafe serves soup at noon.
[distractor:1] The west elevator is under inspection.
[distractor:2] The river path is closed after storms.

Response requirements:
Use decisive evidence only.",Greenhouse bed 136 is watered on Tuesday.
val,factual_explanation,multiturn,nueronce-synthetic-template-v1,multiturn3-94,fa419c8d08d7e4b39978788d34fea492231ebeaa45c89a4ca09912d2640b63af,synthetic_template_source|resplit_from_original_source,"Hi there
Assistant: Hi! What can I do for you?
User: What is two plus two?
Assistant: Two plus two equals four.
User: And what is the capital of Italy?",The capital of Italy is Rome.
val,evidence_uncertainty,pa_abstain_conflict_rejected,nueronce-prompt-aligned-v1,pa-04058,62f0998aa0308005ae58bc180cea50e0cc076672781ca348cfb8f3bba1d2cc24,resplit_from_original_source,"What does the rejected flyer D prove?

Trusted evidence:
[rejected] This flyer D for case 11 is not trusted evidence and must not be used.

Response requirements:
Do not use rejected evidence.",The provided trusted evidence does not establish case 11; rejected evidence cannot support the answer.
val,evidence_uncertainty,pa_abstain_conflict_insufficient,nueronce-prompt-aligned-v1,pa-04955,5c37e5f3965179ea0e41253b7311753bd01513b469043c8937547b845c617507,resplit_from_original_source,"What is the access code for Archive Blue in case 191?

Response requirements:
Abstain if missing.",The provided evidence does not establish the access code for Archive Blue in case 191.
val,factual_explanation,instruction_following,nueronce-synthetic-template-v1,instr-first-17,9f48db7397058f2c153e8d9535c64b10d3f69eddaaadcb57e56406bb501dee20,synthetic_template_source|resplit_from_original_source,What is the first letter of the word garden?,The first letter of garden is G.
val,factual_explanation,facts,nueronce-synthetic-template-v1,capital-60,4202476b24cc132b18341600c35f9e494907bc41e167694affbe2eb7ff130264,synthetic_template_source|resplit_from_original_source,What is the capital of India?,The capital of India is New Delhi.
val,conversation,facts,nueronce-synthetic-template-v1,continent-287,9ae8801cf32b1aff28e72deaa6a91cfad5de220517332e73b6393823ef8fd8ea,synthetic_template_source|resplit_from_original_source,Which continent is United Kingdom located on?,United Kingdom is in Europe.
val,conversation,facts,nueronce-synthetic-template-v1,capital-37,af32d0a5a4add1ae98c7d7c8c52dc499614e8c74ef82be7ec39d8256b5731577,synthetic_template_source|resplit_from_original_source,Which city is the capital of Egypt?,The capital of Egypt is Cairo.
val,conversation,instruction_following,nueronce-synthetic-template-v1,instr-upper-427,c560da62a91c53e1fea43bdd6852c14ce309eefafa626c64d331b851dd95e910,synthetic_template_source|resplit_from_original_source,Convert this word to uppercase: shovel,SHOVEL.
val,evidence_uncertainty,uncertainty,nueronce-synthetic-template-v1,uncertain-47,8afbe466ef5be2c95d8b346775d11c92bc1f6aba0ca8030ebcf3ddaaa2a80912,synthetic_template_source|resplit_from_original_source,What time is it in Jakarta?,I do not have access to the current time in Jakarta.
val,conversation,rewriting,nueronce-synthetic-template-v1,rewrite-question-28,31fcdee76bc5531f359c284b28a5c66ff1be9d01c842ebc3cf45c3e2428f0994,synthetic_template_source|resplit_from_original_source,Turn this sentence into a question: That was a very good presentation.,That was a very good presentation?
val,conversation,instruction_following,nueronce-synthetic-template-v1,instr-spell-517,937cf2930f3a246bb3e45a384d3a010449bf4437b268f93080837ae097aea237,synthetic_template_source|resplit_from_original_source,Spell the word avocado.,a v o c a d o.
val,evidence_uncertainty,pa_abstain_conflict_insufficient,nueronce-prompt-aligned-v1,pa-04895,5c37e5f3965179ea0e41253b7311753bd01513b469043c8937547b845c617507,resplit_from_original_source,"What is the access code for Archive Blue in case 179?

Response requirements:
Abstain if missing.",The provided evidence does not establish the access code for Archive Blue in case 179.
val,conversation,instruction_following,nueronce-synthetic-template-v1,instr-spell-944,ff1a1c83aafc0684284ac27232b0c08ead8002ac8373855072515a2fdca15376,synthetic_template_source|resplit_from_original_source,Spell the word dentist.,d e n t i s t.
val,conversation,instruction_following,nueronce-synthetic-template-v1,instr-spell-125,cfe2c7185237dbdbec7938748c50be378422dde75e9fcad9e9188e9d6f1ed7cb,synthetic_template_source|resplit_from_original_source,Spell the word orchard.,o r c h a r d.
val,factual_explanation,definitions,nueronce-synthetic-template-v1,def-163,a7ad9ac042d4a9f0d657fcd8c5b3ae698b63b99f3e7d66e2be5f527568f02ade,synthetic_template_source|resplit_from_original_source,What is the meaning of the word obscure?,Obscure means not discovered or known about; uncertain.
val,evidence_uncertainty,pa_abstain_conflict_conflict,nueronce-prompt-aligned-v1,pa-04331,677a4c75635324cc18dc1053a25f53fa83539ff74293d099b2bc1945c2081b0b,resplit_from_original_source,"Is Permit S valid on Sunday?

Trusted evidence:
[docA] Permit S is valid on Sunday for case 66.
[docB] Permit S is not valid on Sunday for case 66.

Response requirements:
State source conflict.","The available sources conflict, so I cannot state confidently whether Permit S is valid on Sunday for case 66."
val,conversation,rewriting,nueronce-synthetic-template-v1,rewrite-simple-67,6ecb90ba4ad0fd72f607f09918a321dc2d18df1789ef0430f12e0dd5252a1c3a,synthetic_template_source|resplit_from_original_source,Simplify this sentence: That was kind of a rough week.,In simple terms: That was kind of a rough week.
val,evidence_uncertainty,pa_abstain_conflict_conflict,nueronce-prompt-aligned-v1,pa-04491,677a4c75635324cc18dc1053a25f53fa83539ff74293d099b2bc1945c2081b0b,resplit_from_original_source,"Is Permit S valid on Sunday?

Trusted evidence:
[docA] Permit S is valid on Sunday for case 98.
[docB] Permit S is not valid on Sunday for case 98.

Response requirements:
State source conflict.","The available sources conflict, so I cannot state confidently whether Permit S is valid on Sunday for case 98."
val,factual_explanation,handwritten,nueronce-handwritten-v1,hw-0016,d17e1be0c0aa8abf0b0be5ee68eac109eb9ab38e64d65cd4851f3cc274a82674,resplit_from_original_source,What is ten minus four?,Ten minus four equals six.
val,evidence_uncertainty,pa_grounded_evidence,nueronce-prompt-aligned-v1,pa-02976,d4ddb83b46d698e57b0aafcec9146ff22168516871bdb3afb3703943e68daf90,resplit_from_original_source,"What protection does Lab Lyra-162 require?

Trusted evidence:
[decisive:lab] Lab Lyra-162 requires eye protection during chemical handling.

Response requirements:
Use decisive evidence only.",Lab Lyra-162 requires eye protection during chemical handling.
val,evidence_uncertainty,pa_abstain_conflict_insufficient,nueronce-prompt-aligned-v1,pa-04315,5c37e5f3965179ea0e41253b7311753bd01513b469043c8937547b845c617507,resplit_from_original_source,"What is the access code for Archive Blue in case 63?

Response requirements:
Abstain if missing.",The provided evidence does not establish the access code for Archive Blue in case 63.
val,evidence_uncertainty,pa_grounded_evidence,nueronce-prompt-aligned-v1,pa-02664,d4ddb83b46d698e57b0aafcec9146ff22168516871bdb3afb3703943e68daf90,resplit_from_original_source,"What protection does Lab Lyra-110 require?

Trusted evidence:
[decisive:lab] Lab Lyra-110 requires eye protection during chemical handling.

Response requirements:
Use decisive evidence only.",Lab Lyra-110 requires eye protection during chemical handling.
val,conversation,instruction_following,nueronce-synthetic-template-v1,instr-rev-638,51290415fc100d501476e189f319da1e94d5c9c0e9578fb743528f2f90fa36aa,synthetic_template_source|resplit_from_original_source,Reverse this word: butterfly,ylfrettub.
val,conversation,multiturn,nueronce-synthetic-template-v1,multiturn-50,2f558a473f2a2c8288cc5f4128ffd801b20022e149f15b598846a84efe521539,synthetic_template_source|resplit_from_original_source,"Hey
Assistant: Hey there! How can I help?
User: What does happy mean?",Happy means feeling or showing pleasure and contentment.
val,evidence_uncertainty,pa_grounded_evidence,nueronce-prompt-aligned-v1,pa-02848,a6eb3008ba67a3e8c0107e9037195aae92e9f4070cede479867ef8ffe9858dad,resplit_from_original_source,"Where does Policy B-141 permit bicycle parking?

Trusted evidence:
[decisive:policy] Policy B-141 permits bicycle parking only in marked racks.

Response requirements:
Use decisive evidence only.",Policy B-141 permits bicycle parking only in marked racks.
val,conversation,instruction_following,nueronce-synthetic-template-v1,instr-spell-692,1356b230f664a91f6c93958af09f97e71b413a99183d3f5f054e0d46a969402a,synthetic_template_source|resplit_from_original_source,Spell the word sparrow.,s p a r r o w.
val,evidence_uncertainty,pa_grounded_evidence,nueronce-prompt-aligned-v1,pa-03648,d4ddb83b46d698e57b0aafcec9146ff22168516871bdb3afb3703943e68daf90,resplit_from_original_source,"What protection does Lab Lyra-274 require?

Trusted evidence:
[decisive:lab] Lab Lyra-274 requires eye protection during chemical handling.

Response requirements:
Use decisive evidence only.",Lab Lyra-274 requires eye protection during chemical handling.
val,conversation,facts,nueronce-synthetic-template-v1,elem-name-448,19a85b457adae9f0233a4173e0b444895c6b7a04292756d26981ac1ee5d72630,synthetic_template_source|resplit_from_original_source,What element has the symbol Pb?,The element with the symbol Pb is Lead.
val,factual_explanation,multiturn,nueronce-synthetic-template-v1,multiturn-6,96418a2ba5e1bb11bd5f61a6af188f2daf03fdcd5640b45c9b00920fe77ac9b6,synthetic_template_source|resplit_from_original_source,"Hello
Assistant: Hello! How can I help you today?
User: What is the capital of Japan?",The capital of Japan is Tokyo.
val,evidence_uncertainty,pa_abstain_conflict_insufficient,nueronce-prompt-aligned-v1,pa-04415,5c37e5f3965179ea0e41253b7311753bd01513b469043c8937547b845c617507,resplit_from_original_source,"What is the access code for Archive Blue in case 83?

Response requirements:
Abstain if missing.",The provided evidence does not establish the access code for Archive Blue in case 83.
val,evidence_uncertainty,pa_abstain_conflict_rejected,nueronce-prompt-aligned-v1,pa-04958,62f0998aa0308005ae58bc180cea50e0cc076672781ca348cfb8f3bba1d2cc24,resplit_from_original_source,"What does the rejected flyer D prove?

Trusted evidence:
[rejected] This flyer D for case 191 is not trusted evidence and must not be used.

Response requirements:
Do not use rejected evidence.",The provided trusted evidence does not establish case 191; rejected evidence cannot support the answer.
val,evidence_uncertainty,pa_abstain_conflict_insufficient,nueronce-prompt-aligned-v1,pa-04115,5c37e5f3965179ea0e41253b7311753bd01513b469043c8937547b845c617507,resplit_from_original_source,"What is the access code for Archive Blue in case 23?

Response requirements:
Abstain if missing.",The provided evidence does not establish the access code for Archive Blue in case 23.
val,evidence_uncertainty,pa_abstain_conflict_conflict,nueronce-prompt-aligned-v1,pa-04251,677a4c75635324cc18dc1053a25f53fa83539ff74293d099b2bc1945c2081b0b,resplit_from_original_source,"Is Permit S valid on Sunday?

Trusted evidence:
[docA] Permit S is valid on Sunday for case 50.
[docB] Permit S is not valid on Sunday for case 50.

Response requirements:
State source conflict.","The available sources conflict, so I cannot state confidently whether Permit S is valid on Sunday for case 50."
val,evidence_uncertainty,pa_grounded_evidence,nueronce-prompt-aligned-v1,pa-02039,32b73155f29d3f1a57028bd35ee470876c9452d41d2fdc209f3d1028c89393f5,resplit_from_original_source,"When is greenhouse bed 6 watered?

Trusted evidence:
[decisive:garden] The greenhouse watering schedule includes Tuesday for bed 6.
[distractor:0] The cafe serves soup at noon.
[distractor:1] The west elevator is under inspection.
[distractor:2] The river path is closed after storms.

Response requirements:
Use decisive evidence only.",Greenhouse bed 6 is watered on Tuesday.
val,conversation,instruction_following,nueronce-synthetic-template-v1,instr-rev-813,dbf364a14ba2bf4ed4cd4aa2e93935253d77ea6cffbe2a91e9031a723ceb0c74,synthetic_template_source|resplit_from_original_source,Reverse this word: porcupine,enipucrop.
val,conversation,instruction_following,nueronce-synthetic-template-v1,instr-spell-300,061fd291fd35cabf43736a12c5b1d3bf79c2e9c8fc4e76ae7f65fece122c9e0c,synthetic_template_source|resplit_from_original_source,Spell the word airport.,a i r p o r t.
val,evidence_uncertainty,pa_grounded_evidence,nueronce-prompt-aligned-v1,pa-03298,d6905b087134a9f8e83f8d50d207d5f28b24e746dddb93b44889793272e50cdb,resplit_from_original_source,"Where does Policy Q-216 permit bicycle parking?

Trusted evidence:
[decisive:policy] Policy Q-216 permits bicycle parking only in marked racks.
[distractor:0] The river path is closed after storms.
[distractor:1] The cafe serves soup at noon.

Response requirements:
Use decisive evidence only.",Policy Q-216 permits bicycle parking only in marked racks.
val,evidence_uncertainty,pa_grounded_evidence,nueronce-prompt-aligned-v1,pa-02184,d4ddb83b46d698e57b0aafcec9146ff22168516871bdb3afb3703943e68daf90,resplit_from_original_source,"What protection does Lab Lyra-30 require?

Trusted evidence:
[decisive:lab] Lab Lyra-30 requires eye protection during chemical handling.

Response requirements:
Use decisive evidence only.",Lab Lyra-30 requires eye protection during chemical handling.
val,evidence_uncertainty,pa_grounded_evidence,nueronce-prompt-aligned-v1,pa-02376,d4ddb83b46d698e57b0aafcec9146ff22168516871bdb3afb3703943e68daf90,resplit_from_original_source,"What protection does Lab Lyra-62 require?

Trusted evidence:
[decisive:lab] Lab Lyra-62 requires eye protection during chemical handling.

Response requirements:
Use decisive evidence only.",Lab Lyra-62 requires eye protection during chemical handling.
